ID;sexe;situation_relationnelle;duree_relation;sexe_partenaire;enceinte;partenaire_enceinte;enfants;souhait_enfant;partenaires_femmes;partenaires_hommes;grossesse_anterieure;grossesse_anterieure_partenaire;grossesse_cont_aucune;grossesse_cont_pres;grossesse_cont_autre;cont_pilule;cont_sterilet;cont_implant;cont_preservatif_masculin;cont_retrait;cont_autres;cont_aucun;nocont_inactivite;nocont_enfant_souhait;nocont_enfant_impossible;pilule_lendemain;pilule_lendemain_cause;opinion_epanouie;opinion_grossir;opinion_contrainte;opinion_difficulte_apres;opinion_sante;probleme_medical;probleme_endometriose;probleme_regles_douloureuses;probleme_acne;medecin_gyneco;medecin_effets_secondaires;medecin_benefices;medecin_risques;mutuelle;renoncement_soins;habitat_TUU2014;demo_age;demo_diplome;demo_revenus;religion_importance;religion_education;politique_gauche_droite;ponderation
0;1;1;3;2;6;3;1;2;1;0;6;1;2;2;1;2;1;2;2;2;2;2;6;6;6;1;66;2;2;1;3;2;6;6;6;6;6;6;6;6;1;2;0;4;2;9;1;2;6;0,781714518
1;1;1;3;2;6;3;1;2;1;0;6;1;1;2;2;2;2;2;1;2;2;2;6;6;6;1;66;1;3;2;2;2;6;6;6;6;6;6;6;6;1;1;3;5;4;12;2;1;8;0,944401331
2;1;1;3;2;6;3;1;2;4;0;6;1;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;5;5;3;4;2;6;6;6;6;6;6;6;6;1;2;0;4;3;11;1;2;9;0,389386873
3;1;2;6;6;6;6;2;3;20;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;5;5;5;5;6;6;6;6;6;6;6;6;1;1;3;7;2;6;1;1;4;0,532966796
4;1;1;3;2;6;3;2;1;15;0;6;1;2;1;2;1;2;2;2;2;2;2;6;6;6;1;66;5;5;3;5;5;6;6;6;6;6;6;6;6;1;2;3;2;3;5;3;1;1;0,616431473
5;2;1;3;1;3;6;2;2;0;2;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;1;2;3;2;5;2;2;1;2;2;6;6;6;1;2;4;5;3;7;4;1;4;1,213537019
6;2;1;3;1;3;6;2;3;0;1;1;6;1;2;2;2;2;2;2;2;1;2;6;6;6;6;3;2;2;2;2;2;1;1;2;2;1;2;1;2;1;2;0;6;4;11;2;1;9;0,741445824
7;2;1;3;1;3;6;1;2;0;5;1;6;1;2;2;2;2;2;2;1;2;2;6;6;6;1;66;2;2;1;2;5;2;2;1;2;1;2;2;1;1;2;0;4;2;11;1;2;11;0,676220482
8;1;1;3;2;6;3;1;2;25;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;2;5;3;4;4;6;6;6;6;6;6;6;6;1;2;1;5;5;12;1;2;5;0,52724346
9;2;2;6;6;3;6;2;1;0;10;2;6;6;6;6;2;2;2;2;2;2;1;1;2;2;6;2;1;3;2;5;5;2;2;1;2;1;2;2;2;1;2;3;3;5;9;3;2;4;0,297148157
10;1;1;1;2;6;3;2;1;12;0;6;2;6;6;6;2;2;2;1;2;2;2;6;6;6;6;77;4;4;5;4;4;6;6;6;6;6;6;6;6;1;2;1;5;96;96;96;96;NA;5,748238629
11;1;1;3;2;6;3;1;1;1;0;6;1;2;1;2;2;2;2;2;2;2;1;2;2;1;1;66;6;3;2;2;2;6;6;6;6;6;6;6;6;1;2;3;3;4;11;4;2;4;0,776633299
12;2;1;3;1;3;6;1;1;0;10;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;2;4;4;2;3;2;2;2;1;1;2;2;2;96;96;2;2;5;12;96;96;996;0,411770666
13;2;1;3;1;2;6;2;1;0;2;1;6;1;2;2;2;2;2;2;2;2;1;2;1;2;1;66;3;5;2;1;5;2;2;1;1;1;2;2;1;1;1;3;2;1;77;2;2;6;3,21593659
14;1;1;3;1;6;6;2;3;0;10;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;4;4;5;4;6;6;6;6;6;6;6;6;1;1;0;8;2;10;2;1;6;0,858221644
15;2;2;6;6;3;6;2;1;0;2;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;4;2;4;5;5;2;2;2;2;2;6;6;6;8;1;1;1;1;7;1;2;6;2,24558497
16;2;1;3;1;3;6;2;2;0;1;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;4;2;3;3;2;2;2;2;2;1;2;2;1;1;2;0;2;4;11;2;1;8;0,680262916
17;1;1;3;2;6;3;1;2;20;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;6;1;2;5;2;5;5;6;6;6;6;6;6;6;6;1;2;3;6;5;11;1;1;5;0,49077412
18;1;1;3;2;6;3;2;1;4;0;6;2;6;6;6;2;2;2;2;2;2;1;2;2;2;1;66;6;5;5;6;5;6;6;6;6;6;6;6;6;1;1;4;5;1;3;4;1;3;4,449433785
19;1;2;6;6;6;6;2;2;8;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;5;5;5;5;6;6;6;6;6;6;6;6;1;2;1;3;2;5;1;2;5;0,555423361
20;1;1;3;2;6;3;1;2;3;0;6;1;2;2;1;2;2;2;2;2;2;1;2;2;1;1;66;2;3;3;2;3;6;6;6;6;6;6;6;6;1;2;1;5;3;12;3;1;7;0,552292934
21;2;1;3;1;3;6;2;1;0;3;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;6;4;1;2;3;4;2;2;2;2;2;1;1;1;2;1;2;4;1;4;11;2;1;6;1,783398026
22;1;1;3;2;6;3;2;2;5;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;6;2;2;2;3;5;2;6;6;6;6;6;6;6;6;1;2;3;4;3;13;3;1;9;0,858752811
23;1;1;2;2;6;3;2;1;9;0;6;2;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;1;5;3;5;2;6;6;6;6;6;6;6;6;1;2;4;1;4;12;1;2;8;1,612593589
24;1;2;6;6;6;6;1;2;10;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;5;2;5;5;6;6;6;6;6;6;6;6;1;2;4;9;3;11;2;1;7;1,326170066
25;1;1;3;2;6;3;1;1;15;0;6;1;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;4;3;2;2;4;6;6;6;6;6;6;6;6;1;1;1;1;3;10;1;2;10;3,733377748
26;2;1;3;1;3;6;1;2;0;4;1;6;1;2;2;2;2;2;1;2;2;2;6;6;6;1;66;2;1;1;1;1;2;2;2;2;1;1;1;2;1;2;3;6;5;12;1;1;4;0,413759338
27;1;1;3;1;6;6;2;2;0;7;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;4;1;4;1;6;6;6;6;6;6;6;6;1;2;2;6;3;8;4;1;3;0,341920809
28;2;1;3;1;3;6;1;3;0;1;2;6;6;6;6;2;2;2;2;2;2;1;1;2;2;1;66;2;5;1;5;5;2;2;1;2;2;6;6;6;1;2;3;8;1;5;4;2;88;3,987542485
29;2;2;6;6;3;6;2;3;1;1;2;6;6;6;6;2;2;2;2;2;2;1;2;2;2;1;66;2;2;4;4;2;1;2;2;2;1;2;2;1;1;2;1;6;1;6;3;1;8;1,448589171
30;2;1;3;1;3;6;2;1;0;8;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;1;4;3;2;3;1;2;2;1;1;2;2;1;2;2;4;2;5;6;1;2;2;0,578783369
31;2;1;3;1;3;6;2;3;4;20;1;6;2;1;2;2;2;2;2;2;2;1;2;2;1;1;66;5;2;2;5;5;2;2;2;2;1;2;2;1;1;2;4;9;5;9;1;1;1;0,404279918
32;1;2;6;6;6;6;2;2;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;5;1;5;4;6;6;6;6;6;6;6;6;1;2;4;5;5;11;2;1;6;0,467167699
33;2;1;3;1;3;6;2;3;0;1;1;6;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;1;4;2;4;5;2;2;2;2;1;2;2;1;1;2;2;8;3;12;2;1;8;0,889877642
34;1;1;7;2;6;3;1;3;10;0;6;1;1;2;2;2;2;2;1;2;1;2;6;6;6;1;66;5;2;5;3;2;6;6;6;6;6;6;6;6;1;2;0;2;5;7;2;1;88;0,456519128
35;1;1;3;2;6;1;2;1;4;0;6;1;1;2;2;6;6;6;6;6;6;6;6;6;6;6;3;5;2;5;3;5;6;6;6;6;6;6;6;6;1;2;3;1;2;6;1;2;6;1,946432342
36;2;1;3;1;2;6;2;1;0;50;1;6;1;2;2;2;2;2;2;2;2;1;2;2;2;1;66;2;5;4;2;2;1;2;2;2;2;6;6;6;2;1;0;3;2;6;1;1;3;1,117263868
37;1;1;3;2;6;3;2;2;10;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;3;5;2;2;4;6;6;6;6;6;6;6;6;1;2;0;2;5;9;1;1;4;0,495186964
38;2;1;3;1;2;6;1;1;0;5;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;4;4;1;1;1;2;2;2;2;1;1;2;2;1;2;0;2;3;9;2;1;6;0,500589671
39;2;1;3;1;3;6;2;3;0;6;1;6;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;1;4;4;4;2;1;1;1;2;1;1;1;2;1;2;0;8;5;8;2;2;5;0,413987143
40;1;1;3;2;6;3;1;2;50;0;6;1;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;1;4;3;2;1;6;6;6;6;6;6;6;6;1;1;2;7;1;9;2;1;6;3,222612033
41;1;1;3;2;6;3;1;1;3;0;6;1;1;2;2;2;2;2;1;2;2;2;6;6;6;1;66;2;5;2;1;3;6;6;6;6;6;6;6;6;1;2;3;2;2;11;1;2;9;0,8386202
42;1;2;6;6;6;6;1;1;15;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;1;3;3;3;3;3;6;6;6;6;6;6;6;6;1;1;0;4;1;5;2;1;6;0,737162364
43;2;1;3;1;3;6;2;2;0;17;1;6;1;2;2;2;2;1;2;2;2;2;6;6;6;1;66;1;2;1;3;5;2;2;1;2;1;2;2;2;1;1;4;1;4;11;1;1;4;1,271496741
44;1;1;3;2;6;3;1;2;40;0;6;1;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;1;2;3;4;2;6;6;6;6;6;6;6;6;1;2;3;7;2;9;2;1;3;0,702144958
45;1;1;3;2;6;3;1;1;7;0;6;1;1;2;2;2;2;2;2;2;2;1;1;1;2;1;66;5;2;1;1;4;6;6;6;6;6;6;6;6;1;2;3;4;3;11;2;1;4;0,866470864
46;2;1;3;1;3;6;1;2;0;15;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;1;3;2;3;2;2;2;2;1;1;1;2;2;1;2;3;5;5;12;1;2;5;0,777630263
47;2;1;3;1;3;6;1;2;0;3;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;5;2;2;2;4;2;2;2;2;2;6;6;6;1;2;4;6;5;13;4;1;8;0,748454702
48;2;2;6;6;3;6;1;2;0;15;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;6;3;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;7;1;9;1;1;1;0,885239101
49;2;1;3;1;3;6;2;2;0;2;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;4;2;2;2;2;2;2;2;2;1;1;1;2;1;2;0;4;3;11;2;1;4;0,921338325
50;2;1;2;1;3;6;1;2;0;4;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;2;2;3;5;5;1;2;2;2;1;2;2;1;1;2;4;6;2;7;1;1;9;0,607070914
51;1;1;3;2;6;3;2;3;1;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;5;2;2;5;6;6;6;6;6;6;6;6;1;2;4;3;5;12;3;1;7;0,547573373
52;2;1;2;1;3;6;2;1;0;18;1;6;1;2;2;2;2;2;2;1;2;2;6;6;6;1;66;1;2;2;1;2;2;2;2;2;1;2;2;1;1;2;4;4;5;77;1;1;4;0,309848535
53;2;1;3;1;4;6;2;1;0;10;2;6;6;6;6;2;2;2;2;2;2;1;2;1;2;1;66;2;2;2;5;5;2;2;1;2;2;6;6;6;1;1;3;2;2;6;3;2;5;3,010836704
54;1;2;6;6;6;6;1;2;12;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;5;2;5;5;6;6;6;6;6;6;6;6;1;2;3;7;5;11;1;1;3;0,255280507
55;1;1;3;2;6;3;1;2;90;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;6;5;2;2;3;3;3;6;6;6;6;6;6;6;6;1;1;0;8;5;11;2;1;7;0,448960567
56;2;1;3;1;3;6;1;3;0;4;2;6;6;6;6;2;2;2;2;2;1;2;6;6;6;1;66;2;3;3;2;3;2;2;1;2;1;2;2;1;1;2;0;9;1;10;2;1;9;2,546254984
57;2;1;3;1;3;6;1;2;0;15;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;2;4;4;3;4;2;2;2;2;1;1;2;2;1;2;3;7;4;5;3;1;9;0,446718973
58;2;2;6;6;3;6;1;3;0;2;1;6;1;2;2;2;2;2;2;2;2;1;1;2;1;1;66;2;4;2;3;5;2;2;2;2;1;2;2;1;1;2;3;7;2;10;1;1;8;2,13765297
59;2;1;3;1;3;6;1;3;888;1;2;6;6;6;6;2;2;2;2;2;2;1;2;2;2;1;66;4;1;2;3;4;2;2;2;2;1;2;2;1;1;2;0;4;2;8;2;1;88;1,99353311
60;2;1;3;1;3;6;2;2;0;5;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;1;4;2;4;5;2;2;2;2;1;2;2;1;1;2;2;6;3;11;1;2;8;0,620947732
61;1;1;3;2;6;3;1;1;4;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;66;4;5;1;1;1;6;6;6;6;6;6;6;6;1;2;3;2;5;12;1;2;3;0,377436212
62;2;1;3;1;3;6;1;2;0;15;1;6;1;2;2;2;2;2;1;2;2;2;6;6;6;1;66;2;3;1;5;1;2;2;2;2;1;1;2;2;1;2;1;4;5;13;2;2;8;0,297286382
63;1;1;3;2;6;3;1;3;1;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;66;2;3;4;4;2;6;6;6;6;6;6;6;6;1;2;0;8;3;10;2;1;3;0,346284361
64;2;1;2;1;3;6;2;1;0;25;2;6;6;6;6;2;2;2;1;2;2;2;6;6;6;3;2;2;1;1;2;1;2;2;2;1;2;6;6;6;1;1;4;2;5;9;1;1;7;0,627807164
65;2;1;3;1;3;6;1;3;0;1;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;3;3;3;3;2;2;2;2;1;2;1;2;96;96;4;9;5;13;96;96;996;0,964541851
66;1;1;3;2;6;3;1;2;6;0;6;1;2;1;2;2;2;2;2;2;2;1;1;2;2;1;66;1;5;4;5;2;6;6;6;6;6;6;6;6;1;2;3;9;4;11;3;1;8;1,437527788
67;1;1;3;2;6;2;2;1;3;0;6;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;66;1;5;4;2;5;6;6;6;6;6;6;6;6;1;2;0;3;5;12;1;1;8;0,566796885
68;2;1;3;2;3;6;1;2;1;0;2;6;6;6;6;2;2;2;2;2;2;1;2;2;1;1;66;5;5;5;5;5;2;2;2;2;1;2;2;1;1;2;2;6;3;10;1;2;4;0,981863462
69;2;1;3;1;3;6;1;2;0;5;1;6;2;1;2;2;1;2;2;2;2;2;6;6;6;6;3;3;2;2;3;2;2;2;2;2;1;2;1;2;1;2;4;5;4;11;1;1;6;0,607862781
70;1;1;3;2;6;3;2;2;15;0;6;2;6;6;6;2;2;2;1;2;1;2;6;6;6;1;66;1;2;2;3;3;6;6;6;6;6;6;6;6;1;1;4;8;5;9;4;1;6;2,346537435
71;1;2;6;6;6;6;2;2;1;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;5;3;5;2;6;6;6;6;6;6;6;6;1;2;3;1;4;88;2;1;9;0,758202785
72;1;1;3;2;6;3;2;2;2;0;6;2;6;6;6;2;2;2;2;2;1;2;6;6;6;6;3;1;1;2;6;1;6;6;6;6;6;6;6;6;1;2;2;8;2;88;1;1;9;1,05821446
73;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;2;3;2;2;4;1;2;2;2;1;1;1;2;1;2;4;7;5;12;4;1;5;0,498969802
74;1;1;3;2;6;3;1;2;10;0;6;1;1;2;2;1;2;2;1;2;2;2;6;6;6;1;66;5;4;4;5;5;6;6;6;6;6;6;6;6;1;2;0;4;3;77;3;1;6;0,831673104
75;1;2;6;6;6;6;2;2;6;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;5;3;4;3;6;6;6;6;6;6;6;6;1;2;3;6;4;12;2;1;7;0,529532598
76;2;1;3;1;3;6;1;2;0;4;1;6;2;2;1;2;2;1;2;2;2;2;6;6;6;1;66;4;2;1;1;4;2;2;1;1;1;1;2;2;1;1;2;4;1;10;1;1;6;1,245423987
77;2;1;3;1;3;6;1;1;0;2;1;6;1;2;2;2;2;2;1;2;1;2;6;6;6;6;2;2;2;2;2;2;2;2;2;2;2;6;6;6;1;2;0;1;4;6;3;1;3;1,052165326
78;1;2;6;6;6;6;2;1;5;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;5;2;4;5;6;6;6;6;6;6;6;6;1;1;3;1;5;4;1;2;1;0,365886116
79;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;4;2;2;4;3;2;2;2;2;1;1;1;2;1;2;0;3;5;12;1;1;7;0,544819877
80;2;1;3;1;3;6;2;1;0;1;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;3;3;3;2;5;2;2;2;2;1;2;2;1;1;2;3;2;5;11;2;1;3;0,883955988
81;2;1;3;1;3;6;1;2;0;2;1;6;1;2;2;2;2;2;2;2;2;1;2;2;2;6;5;5;2;1;2;1;2;2;1;2;2;6;6;6;1;2;2;5;2;11;1;1;10;1,21775068
82;2;2;6;6;3;6;1;2;0;20;1;6;2;2;1;2;2;2;2;2;2;1;2;2;1;1;66;5;5;5;5;1;1;2;2;2;1;1;1;2;1;2;2;7;3;10;2;1;5;0,366021503
83;1;1;3;2;6;3;2;3;2;0;6;2;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;2;3;3;5;5;6;6;6;6;6;6;6;6;1;2;2;6;2;10;2;1;3;1,315128921
84;2;2;6;6;3;6;2;3;0;4;2;6;6;6;6;2;2;2;2;2;2;1;1;2;1;1;66;1;5;2;5;5;1;2;2;2;1;2;2;1;1;2;3;9;5;12;2;1;7;0,399936623
85;2;1;3;1;3;6;2;1;0;8;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;1;4;4;2;5;2;2;1;1;1;1;1;2;1;1;4;1;3;11;1;2;9;3,25782873
86;2;1;3;2;3;6;2;1;8;0;2;6;6;6;6;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;2;2;2;2;6;6;6;1;2;4;7;1;11;1;1;5;1,575865188
87;1;2;6;6;6;6;2;1;1;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;3;2;4;5;6;6;6;6;6;6;6;6;1;2;4;1;5;9;2;1;6;0,464922329
88;2;1;2;1;3;6;2;2;0;2;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;1;1;1;4;2;2;2;2;2;6;6;6;1;2;4;6;3;77;4;1;8;1,186539948
89;1;1;3;2;6;1;2;1;3;0;6;2;1;2;2;6;6;6;6;6;6;6;6;6;6;1;66;1;5;5;4;2;6;6;6;6;6;6;6;6;1;2;3;2;5;11;2;1;7;0,32046577
90;1;2;6;6;6;6;1;2;25;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;3;4;2;2;6;6;6;6;6;6;6;6;1;2;1;5;2;11;1;1;9;1,556351452
91;2;2;6;6;3;6;1;3;1;20;1;6;1;2;2;2;2;2;2;2;2;1;1;2;1;1;66;2;1;1;2;1;2;2;2;2;1;2;2;1;1;1;1;7;1;3;2;1;3;1,765787661
92;1;1;3;2;6;3;2;3;7;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;4;1;5;5;6;6;6;6;6;6;6;6;1;1;0;6;1;9;2;2;6;1,775771418
93;2;1;3;1;3;6;2;1;0;5;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;6;1;4;2;3;5;5;2;2;1;2;1;2;1;2;1;2;2;1;3;3;2;1;7;2,019660156
94;1;1;3;2;6;3;1;2;20;0;6;2;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;5;5;5;5;5;6;6;6;6;6;6;6;6;1;2;2;2;4;12;1;1;8;0,739151271
95;1;1;3;2;6;3;1;2;3;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;2;2;3;5;6;6;6;6;6;6;6;6;1;2;3;3;3;11;1;2;11;0,382210447
96;1;1;3;2;6;3;1;3;10;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;5;1;3;1;6;6;6;6;6;6;6;6;1;2;2;8;4;11;1;1;2;0,37431776
97;1;1;3;2;6;3;1;1;90;0;6;1;1;2;2;1;2;2;1;1;2;2;6;6;6;2;1;6;2;6;1;3;6;6;6;6;6;6;6;6;1;1;4;2;1;9;3;1;2;1,760759346
98;2;1;3;1;3;6;2;3;0;4;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;1;3;2;2;2;2;2;2;2;1;2;2;1;1;2;1;2;4;11;2;2;9;0,51741129
99;2;1;2;1;3;6;2;1;0;1;2;6;6;6;6;2;2;2;1;1;1;2;6;6;6;4;2;1;2;1;4;4;2;2;1;2;1;2;2;1;1;2;2;1;4;11;1;1;8;1,069656397
100;2;2;6;6;3;6;1;2;0;10;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;5;2;2;2;1;2;2;2;2;1;1;2;2;1;2;4;5;96;96;96;96;NA;0,939732873
101;1;1;1;2;6;3;1;1;4;0;6;1;1;2;2;2;2;2;1;2;2;2;6;6;6;6;6;2;3;2;5;5;6;6;6;6;6;6;6;6;1;2;1;5;4;11;1;1;6;0,382210447
102;2;1;3;1;3;6;1;3;0;3;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;5;2;4;5;1;2;2;2;1;2;2;1;1;1;2;7;2;7;3;1;8;1,072091284
103;2;2;6;6;3;6;2;2;888;4;1;6;2;2;1;2;2;2;1;2;2;2;6;6;6;2;3;1;3;5;5;5;1;2;2;2;1;2;2;1;1;2;4;5;1;3;2;1;88;0,866342832
104;1;2;6;6;6;6;2;1;3;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;5;5;3;4;4;6;6;6;6;6;6;6;6;8;2;3;1;3;3;1;2;6;1,199550012
105;1;1;3;2;6;3;2;3;15;0;6;1;2;2;1;2;1;2;2;2;2;2;6;6;6;1;66;1;2;1;4;3;6;6;6;6;6;6;6;6;1;2;0;3;2;10;2;1;6;0,616856405
106;1;2;6;6;6;6;2;3;0;10;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;5;5;5;5;5;6;6;6;6;6;6;6;6;1;2;4;5;96;96;96;96;NA;0,530816832
107;2;1;3;1;3;6;2;2;777;777;6;6;6;6;6;2;2;2;1;2;2;2;6;6;6;1;66;5;1;5;4;5;1;2;2;2;2;6;6;6;8;2;4;4;1;7;2;1;2;2,052052671
108;1;1;3;2;6;3;2;1;6;0;6;1;1;2;2;2;2;2;1;1;2;2;6;6;6;6;2;2;3;5;5;5;6;6;6;6;6;6;6;6;1;2;2;5;96;96;96;96;NA;0,465745213
109;1;1;3;2;6;3;1;2;3;0;6;2;6;6;6;2;2;2;2;2;2;1;2;2;1;1;66;1;5;2;1;1;6;6;6;6;6;6;6;6;1;2;0;8;5;13;4;1;7;0,518214321
110;1;2;6;6;6;6;1;2;1;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;5;2;4;2;6;6;6;6;6;6;6;6;1;1;4;7;1;9;3;1;7;0,895490047
111;1;1;3;2;6;3;1;2;10;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;4;1;2;2;6;6;6;6;6;6;6;6;1;2;3;3;5;12;1;1;2;0,344643554
112;1;1;3;2;6;3;1;2;2;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;2;1;1;2;6;6;6;6;6;6;6;6;1;2;0;6;2;77;3;1;8;0,998480908
113;2;1;3;1;3;6;1;2;0;1;1;6;2;1;2;2;2;2;2;1;2;2;6;6;6;6;1;1;2;3;5;2;1;2;2;2;1;1;2;2;1;2;0;5;4;11;2;1;6;0,51338081
114;2;1;3;1;3;6;1;3;0;3;2;6;6;6;6;2;2;2;2;2;2;1;1;2;2;1;66;5;5;1;5;1;2;2;2;2;2;6;6;6;1;2;4;8;1;10;4;1;11;3,225929149
115;1;2;6;6;6;6;2;1;8;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;4;5;5;5;6;6;6;6;6;6;6;6;6;1;1;3;1;4;5;2;2;10;0,649038759
116;2;1;3;1;3;6;2;2;1;60;1;6;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;2;3;3;4;2;2;2;2;2;1;1;1;2;1;2;3;3;4;11;2;1;5;1,091864379
117;1;1;3;2;6;3;1;2;6;0;6;1;2;2;1;2;1;2;2;2;2;2;6;6;6;1;66;2;2;3;3;5;6;6;6;6;6;6;6;6;1;2;4;7;3;11;1;1;3;1,346930012
118;1;1;2;2;6;3;1;2;10;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;4;4;4;4;6;6;6;6;6;6;6;6;8;2;0;6;2;9;1;1;6;0,27943732
119;2;1;3;1;3;6;1;1;0;10;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;6;2;4;2;3;2;4;2;2;2;1;1;1;1;2;1;2;4;1;1;77;2;2;4;2,156613274
120;1;1;3;2;6;3;1;2;6;0;6;1;1;2;2;2;2;2;1;1;2;2;6;6;6;1;66;2;2;2;5;5;6;6;6;6;6;6;6;6;1;1;2;4;4;12;1;2;4;0,625588951
121;1;1;3;2;6;3;2;2;3;0;6;2;6;6;6;2;2;2;2;2;2;1;2;2;2;1;66;6;6;6;6;6;6;6;6;6;6;6;6;6;1;2;2;6;3;12;1;1;7;0,662033088
122;1;1;3;2;6;3;2;1;5;0;6;2;6;6;6;2;2;2;2;2;2;1;2;2;2;1;66;6;6;6;6;6;6;6;6;6;6;6;6;6;1;2;0;1;2;77;1;1;3;1,479417316
123;2;1;3;1;3;6;1;3;0;10;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;2;3;3;2;2;2;2;2;1;2;1;2;1;2;0;5;5;13;1;2;4;0,875307616
124;1;1;3;2;6;3;2;1;7;0;6;1;1;2;2;2;2;2;2;1;2;2;6;6;6;6;5;2;5;2;4;3;6;6;6;6;6;6;6;6;1;2;3;7;5;77;1;1;5;0,311347071
125;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;2;1;2;2;2;2;2;2;1;2;1;2;1;2;1;2;4;10;2;1;6;0,551711368
126;2;1;3;1;3;6;1;3;1;10;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;1;4;4;1;2;2;2;2;1;2;2;2;1;2;0;8;2;8;2;2;6;1,09806451
127;1;1;3;2;6;3;1;2;6;0;6;1;2;1;2;2;1;2;2;2;2;2;6;6;6;1;66;1;2;2;3;3;6;6;6;6;6;6;6;6;1;2;0;3;4;12;1;2;6;0,458849269
