ID;sexe;situation_relationnelle;duree_relation;sexe_partenaire;enceinte;partenaire_enceinte;enfants;souhait_enfant;partenaires_femmes;partenaires_hommes;grossesse_anterieure;grossesse_anterieure_partenaire;grossesse_cont_aucune;grossesse_cont_pres;grossesse_cont_autre;cont_pilule;cont_sterilet;cont_implant;cont_preservatif_masculin;cont_retrait;cont_autres;cont_aucun;nocont_inactivite;nocont_enfant_souhait;nocont_enfant_impossible;pilule_lendemain;pilule_lendemain_cause;opinion_epanouie;opinion_grossir;opinion_contrainte;opinion_difficulte_apres;opinion_sante;probleme_medical;probleme_endometriose;probleme_regles_douloureuses;probleme_acne;medecin_gyneco;medecin_effets_secondaires;medecin_benefices;medecin_risques;mutuelle;renoncement_soins;habitat_TUU2014;demo_age;demo_diplome;demo_revenus;religion_importance;religion_education;politique_gauche_droite;ponderation
511;2;1;3;1;1;6;2;1;0;15;2;6;1;2;2;6;6;6;6;6;6;6;6;6;6;1;66;1;3;4;3;2;2;2;2;2;1;2;1;2;1;2;2;3;5;8;1;2;4;0,297148157
512;2;1;3;1;3;6;1;2;0;8;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;1;1;1;2;1;2;2;2;2;2;6;6;6;1;1;0;4;3;8;2;2;6;0,51741129
513;1;1;3;2;6;3;2;2;7;0;6;2;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;1;4;4;5;5;6;6;6;6;6;6;6;6;1;2;0;4;5;11;1;1;6;0,377436212
514;1;1;3;2;6;3;2;3;5;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;2;5;2;5;2;6;6;6;6;6;6;6;6;1;2;1;5;4;10;2;1;5;0,534622401
515;2;1;3;1;4;6;1;1;0;10;1;6;1;2;2;2;2;2;2;2;2;1;2;1;2;1;66;3;3;1;2;1;2;2;2;2;1;2;2;1;1;2;2;3;2;10;2;2;6;1,161137956
516;2;1;3;1;3;6;1;2;0;2;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;2;4;3;2;3;1;2;2;2;1;1;2;2;1;2;1;3;3;11;3;1;6;0,551711368
517;1;1;2;2;6;3;1;2;8;0;6;1;2;2;1;2;1;2;2;2;2;2;6;6;6;1;66;5;2;2;4;5;6;6;6;6;6;6;6;6;1;2;1;1;3;3;1;2;6;0,931788317
518;1;1;3;2;6;3;1;2;15;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;4;4;2;4;2;6;6;6;6;6;6;6;6;1;2;0;3;5;12;1;1;4;0,456519128
519;2;1;3;1;3;6;1;2;0;5;1;6;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;2;1;2;2;3;2;1;1;2;2;6;6;6;1;2;0;4;2;77;1;1;6;0,310209932
520;2;1;3;1;3;6;1;2;0;2;1;6;2;2;1;2;2;2;2;2;2;1;2;2;1;1;66;1;2;1;1;1;2;2;2;2;1;2;2;1;1;1;2;5;2;11;1;1;2;1,89835621
521;2;1;3;1;3;6;2;2;0;888;6;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;5;4;3;5;5;2;2;2;2;1;2;2;1;1;2;0;4;3;10;3;1;4;0,461499952
522;1;1;2;2;6;3;1;1;7;0;6;1;1;2;2;1;2;2;2;2;2;2;6;6;6;5;3;1;5;2;5;2;6;6;6;6;6;6;6;6;1;2;0;8;5;11;2;1;6;0,251297984
523;1;1;3;2;6;3;2;2;6;0;6;1;2;2;1;2;1;2;2;2;2;2;6;6;6;1;66;5;5;5;5;5;6;6;6;6;6;6;6;6;1;2;3;4;5;12;2;2;9;0,580483446
524;2;1;2;1;3;6;2;2;0;15;2;6;6;6;6;2;2;2;2;1;2;2;6;6;6;1;66;2;1;4;4;2;2;1;1;2;1;2;2;1;1;1;2;4;1;3;3;1;6;1,634342351
525;1;1;3;2;6;3;1;2;10;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;2;3;2;4;5;6;6;6;6;6;6;6;6;1;2;2;6;4;12;2;1;4;0,316198258
526;2;1;3;1;3;6;1;2;0;3;1;6;1;2;2;2;2;2;2;2;2;1;1;2;2;1;66;1;4;2;1;5;2;2;1;2;1;2;2;1;1;1;1;3;3;8;1;2;8;0,831077874
527;2;1;3;1;3;6;2;2;0;6;2;6;6;6;6;2;1;2;2;2;2;2;6;6;6;1;66;1;2;2;3;5;2;2;2;2;1;2;2;1;1;2;4;5;5;13;2;1;3;0,884813419
528;1;1;3;2;6;3;1;1;10;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;4;2;2;2;5;6;6;6;6;6;6;6;6;1;2;1;2;2;11;2;2;9;0,691589386
529;2;1;3;1;2;6;2;1;0;4;1;6;2;1;2;2;2;2;2;2;2;1;2;1;2;6;3;4;3;2;2;3;2;2;2;1;1;1;2;2;1;2;0;1;3;11;1;2;4;0,894754766
530;1;1;3;2;6;3;1;1;7;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;66;2;5;2;3;5;6;6;6;6;6;6;6;6;1;2;0;2;4;11;1;2;3;0,514439474
531;2;2;6;6;3;6;2;2;0;5;2;6;6;6;6;2;2;2;2;2;2;1;1;2;2;1;66;1;5;1;1;1;1;2;2;2;2;6;6;6;1;1;1;7;1;3;3;2;6;1,270481517
532;1;1;3;2;6;3;1;2;20;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;3;2;2;3;3;6;6;6;6;6;6;6;6;96;96;0;7;2;4;96;96;996;1,174671697
533;1;1;1;2;6;3;1;2;90;0;6;1;1;2;2;7;7;7;7;7;7;7;6;6;6;1;66;5;5;5;5;5;6;6;6;6;6;6;6;6;2;2;1;5;2;6;1;2;6;3,359008761
534;2;1;3;1;3;6;1;2;0;30;1;6;1;2;2;2;2;2;1;2;2;2;6;6;6;1;66;1;3;2;2;1;2;2;2;2;2;6;6;6;1;2;1;4;5;9;1;2;5;0,455735303
535;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;5;5;1;2;4;2;2;2;2;1;1;2;2;1;2;3;5;2;7;4;1;8;1,137218251
536;1;1;3;2;6;3;1;2;5;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;5;5;5;5;6;6;6;6;6;6;6;6;1;2;3;6;5;12;1;1;6;0,464735106
537;2;2;6;6;3;6;2;1;0;2;2;6;6;6;6;2;2;2;2;2;2;1;1;2;2;1;66;1;3;2;2;5;2;2;1;1;1;2;2;2;1;2;3;2;5;4;1;1;4;0,407290999
538;1;1;3;2;6;3;1;2;4;0;6;1;1;2;2;2;2;2;1;2;2;2;6;6;6;6;1;1;2;1;5;2;6;6;6;6;6;6;6;6;1;2;3;3;5;12;1;1;5;0,798466067
539;1;2;6;6;6;6;2;2;5;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;3;5;5;2;6;6;6;6;6;6;6;6;1;2;3;8;4;8;2;2;11;1,091757639
540;2;1;2;1;3;6;2;2;0;15;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;2;2;2;1;2;2;2;2;1;1;1;2;1;2;0;6;4;9;1;1;2;0,299475467
541;2;1;3;1;3;6;1;2;1;4;1;6;2;2;1;2;1;2;2;2;2;2;6;6;6;1;66;2;2;2;4;2;2;2;1;2;2;6;6;6;1;2;2;2;3;10;1;2;7;0,882119236
542;1;1;3;2;6;3;2;1;5;0;6;2;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;2;3;3;5;5;6;6;6;6;6;6;6;6;1;2;2;1;4;8;2;1;7;0,741504402
543;1;1;3;2;6;3;1;2;5;0;6;1;2;2;1;2;2;2;2;2;2;1;2;2;1;1;66;2;1;3;2;2;6;6;6;6;6;6;6;6;1;2;3;8;3;8;3;1;9;0,718763894
544;2;1;3;1;3;6;1;2;0;1;2;6;6;6;6;2;2;2;2;2;1;2;6;6;6;1;66;4;3;1;2;1;2;2;2;2;1;1;1;2;1;2;0;4;5;10;3;1;8;0,640898948
545;2;2;6;6;3;6;2;1;0;30;1;6;1;2;2;2;2;2;1;1;1;2;6;6;6;1;66;1;2;2;4;3;2;2;2;2;1;1;2;2;1;2;4;4;4;10;2;1;8;0,626725569
546;2;1;3;1;3;6;1;2;0;4;1;6;1;2;2;2;2;2;1;2;2;2;6;6;6;6;2;3;5;2;3;5;2;2;1;2;1;1;1;2;1;2;0;3;3;9;1;1;8;0,464964273
547;2;1;3;1;3;6;1;2;0;4;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;2;1;1;2;4;1;2;2;2;1;1;1;2;1;2;0;6;2;12;1;1;8;0,828554643
548;2;1;3;1;3;6;2;1;0;5;2;6;6;6;6;2;2;1;2;2;2;2;6;6;6;6;3;1;5;1;5;3;2;2;2;1;2;6;6;6;1;1;0;1;4;7;1;2;5;0,652788129
549;2;1;3;1;1;6;2;1;0;1;2;6;1;2;2;6;6;6;6;6;6;6;6;6;6;1;66;4;2;2;2;2;2;2;1;2;1;2;2;1;1;2;1;1;4;11;2;1;9;0,737882177
550;2;1;3;1;3;6;2;2;0;12;1;6;1;2;2;2;2;2;2;2;2;1;1;2;2;1;66;2;1;3;4;2;2;1;1;1;1;1;2;2;1;2;0;6;3;12;2;1;8;0,545245826
551;2;1;3;1;3;6;2;2;0;4;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;2;2;2;4;5;1;2;2;2;1;2;2;2;1;2;0;5;2;8;2;1;6;1,004248938
552;2;1;3;1;3;6;1;1;0;5;1;6;1;2;2;2;2;2;1;2;2;2;6;6;6;1;66;2;5;1;2;5;2;2;2;1;1;2;2;1;1;2;3;2;4;12;2;1;3;0,727909586
553;2;1;3;1;3;6;2;1;0;25;2;6;6;6;6;2;2;2;2;2;1;2;6;6;6;1;66;1;2;2;2;2;2;2;1;2;1;1;1;2;1;2;0;5;5;77;1;1;2;0,37599494
554;2;1;3;1;3;6;2;2;0;1;2;6;6;6;6;2;2;2;2;2;2;1;2;2;1;1;66;2;3;4;1;5;2;2;2;2;1;2;2;1;1;1;0;9;1;7;3;1;8;1,273127492
555;2;1;3;1;3;6;2;1;0;1;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;2;2;4;5;4;2;2;2;2;1;1;2;2;1;2;4;1;3;3;3;1;4;0,679810139
556;2;1;3;1;3;6;1;2;0;5;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;1;2;4;4;5;2;2;1;2;1;2;2;1;1;1;0;5;2;9;1;2;9;0,830282658
557;1;2;6;6;6;6;1;2;10;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;3;5;3;2;4;6;6;6;6;6;6;6;6;1;1;3;5;3;4;2;1;6;0,379294089
558;1;1;3;2;6;3;1;2;4;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;5;2;2;4;6;6;6;6;6;6;6;6;1;1;1;5;4;11;2;1;8;0,349002991
559;1;1;1;2;6;3;2;3;99;0;6;2;6;6;6;2;2;2;2;2;2;1;2;2;1;1;66;1;5;4;2;5;6;6;6;6;6;6;6;6;1;1;1;5;1;3;1;2;3;1,738362083
560;2;2;6;6;3;6;1;2;0;15;1;6;1;2;2;1;2;2;1;2;2;2;6;6;6;1;66;1;3;3;3;4;2;2;2;2;1;1;1;2;1;2;3;4;4;9;1;2;9;0,621330323
561;2;1;3;1;3;6;1;1;0;6;1;6;1;2;2;2;2;2;1;2;2;2;6;6;6;6;1;1;5;3;6;5;2;2;2;2;1;2;2;2;96;96;3;3;5;12;96;96;996;0,459156351
562;2;1;3;1;3;6;1;1;7;11;1;6;1;2;2;2;2;2;1;2;2;2;6;6;6;1;66;1;4;3;2;2;2;2;2;2;1;2;1;2;2;2;4;5;5;10;2;1;4;0,312271173
563;1;1;3;2;6;3;1;2;15;0;6;1;2;1;2;1;2;2;2;1;2;2;6;6;6;1;66;2;5;5;5;5;6;6;6;6;6;6;6;6;1;1;4;4;3;8;3;2;8;0,946153917
564;2;1;3;1;3;6;2;1;0;3;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;3;2;1;3;5;2;2;2;2;1;2;1;2;1;2;0;2;2;77;1;2;5;0,662854345
565;1;2;6;6;6;6;1;2;1;30;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;2;2;2;3;6;6;6;6;6;6;6;6;1;1;2;1;1;4;3;1;9;3,855694903
566;2;1;3;1;3;6;1;3;0;2;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;2;5;2;2;5;2;2;2;2;1;2;1;2;1;2;1;8;3;11;2;1;10;1,110640715
567;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;5;4;3;5;5;2;2;2;2;1;2;2;1;1;2;0;3;2;6;1;2;6;0,52649828
568;1;1;3;2;6;3;2;1;4;0;6;2;6;6;6;2;2;2;2;2;2;1;1;2;2;1;66;2;3;2;1;4;6;6;6;6;6;6;6;6;1;2;1;5;4;9;1;1;5;0,339956944
569;2;1;3;1;3;6;2;2;0;3;1;6;2;2;1;1;2;2;2;2;2;2;6;6;6;1;66;1;3;1;5;5;2;2;1;2;1;1;2;2;1;2;4;5;96;96;96;96;NA;1,739408888
570;2;1;3;1;3;6;1;3;0;20;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;3;4;2;5;2;2;1;2;2;6;6;6;1;2;0;8;3;10;1;1;7;0,600013929
571;2;2;6;6;3;6;1;2;0;5;1;6;2;2;1;2;2;2;2;2;2;1;1;2;1;1;66;3;2;1;2;5;1;2;2;2;1;1;1;2;1;2;2;6;1;12;1;1;3;1,533872891
572;1;1;3;2;6;3;1;2;5;0;6;1;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;2;5;5;5;5;6;6;6;6;6;6;6;6;1;2;4;4;5;13;2;1;9;0,807137375
573;1;1;3;1;6;6;2;2;30;40;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;5;3;2;5;6;6;6;6;6;6;6;6;1;2;1;2;2;8;1;2;5;0,8386202
574;2;2;6;6;3;6;2;1;0;15;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;6;1;2;2;4;2;3;2;2;2;2;1;1;1;2;1;2;3;2;5;9;2;1;9;0,28503558
575;1;1;3;2;6;3;2;3;3;0;6;2;6;6;6;2;2;2;2;2;1;2;6;6;6;1;66;1;5;2;2;5;6;6;6;6;6;6;6;6;1;2;4;6;1;7;3;1;8;1,365400665
576;1;1;2;2;6;4;2;1;10;0;6;1;2;2;1;1;2;2;2;2;2;2;6;6;6;1;66;4;4;5;4;4;6;6;6;6;6;6;6;6;1;2;2;3;2;4;1;2;6;1,65039805
577;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;2;1;2;2;1;2;2;6;6;6;1;66;2;2;2;1;3;1;2;2;2;1;1;1;2;1;2;3;3;5;11;3;1;9;0,544819877
578;2;1;3;1;3;6;1;2;1;10;1;6;2;2;1;1;2;2;2;2;2;2;6;6;6;5;1;1;4;4;5;4;2;2;1;2;1;2;2;1;2;2;0;5;5;9;1;1;3;0,609892011
579;1;1;3;1;6;6;2;2;0;99;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;5;1;4;4;6;6;6;6;6;6;6;6;1;2;4;3;5;12;1;1;2;0,547573373
580;2;1;3;1;3;6;1;1;0;1;1;6;1;2;2;2;2;2;2;2;2;1;2;1;2;1;66;2;5;3;4;4;2;2;1;2;1;1;1;2;1;2;1;3;5;13;2;1;3;0,455735303
581;2;2;6;6;3;6;2;1;0;10;1;6;1;2;2;2;2;2;1;2;2;2;6;6;6;1;66;2;3;2;3;2;2;2;2;2;1;2;2;1;1;1;3;4;5;7;3;2;3;0,28503558
582;2;1;3;1;3;6;2;2;0;4;1;6;1;2;2;2;2;2;1;2;2;2;6;6;6;1;66;2;3;1;4;5;2;2;2;2;1;2;2;2;1;2;3;2;5;12;1;2;7;0,459156351
583;1;1;3;2;6;3;2;1;50;0;6;2;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;5;5;4;2;5;6;6;6;6;6;6;6;6;1;2;3;2;1;77;1;2;7;4,763360723
584;1;2;6;6;6;6;2;1;1;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;5;1;2;5;2;6;6;6;6;6;6;6;6;2;1;1;1;2;3;1;2;88;0,872538636
585;1;1;3;2;6;3;1;2;2;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;2;2;4;5;6;6;6;6;6;6;6;6;1;2;2;6;5;12;1;1;3;1,18082068
586;1;1;3;1;6;6;2;1;0;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;3;2;3;5;6;6;6;6;6;6;6;6;1;1;3;1;2;9;1;2;2;1,193459447
587;2;1;1;1;3;6;2;1;0;4;2;6;6;6;6;1;2;2;1;2;2;2;6;6;6;6;2;3;1;1;3;2;2;2;1;1;2;6;6;6;1;2;2;1;5;8;1;1;8;1,325367421
588;1;2;6;6;6;6;2;1;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;5;5;5;5;5;6;6;6;6;6;6;6;6;1;2;3;1;4;11;1;2;6;1,462261469
589;2;2;6;6;3;6;1;2;0;1;1;6;1;2;2;2;2;2;2;2;2;1;1;2;2;1;66;4;2;1;3;4;2;2;2;2;1;2;2;1;1;1;3;3;4;77;4;2;6;0,462783965
590;2;2;6;6;3;6;2;2;0;3;2;6;6;6;6;2;2;2;1;2;2;2;6;6;6;1;66;1;4;2;1;4;1;2;2;2;1;2;2;1;1;1;2;6;1;6;2;2;4;1,586421691
591;2;1;3;1;3;6;2;2;0;1;1;6;1;2;2;2;2;2;1;2;2;2;6;6;6;1;66;1;5;1;1;5;2;2;2;2;1;1;2;2;1;2;0;4;3;12;2;1;6;0,461499952
592;1;1;3;2;6;3;1;2;5;0;6;2;6;6;6;2;2;2;1;2;2;2;6;6;6;6;2;2;2;2;2;1;6;6;6;6;6;6;6;6;96;96;3;8;5;13;96;96;996;0,311061961
593;1;2;6;6;6;6;2;1;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;5;5;3;3;1;6;6;6;6;6;6;6;6;1;2;2;1;4;88;3;1;4;2,23268717
594;2;1;3;1;3;6;1;1;0;1;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;2;1;4;5;4;2;2;1;2;2;6;6;6;2;1;4;2;1;8;4;1;5;2,315109973
595;2;1;3;1;3;6;2;1;0;1;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;1;3;3;2;2;2;2;2;2;1;1;2;2;1;2;3;5;96;96;96;96;NA;2,714751667
596;2;1;3;1;3;6;2;1;0;1;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;6;6;5;3;3;5;2;2;2;2;1;1;1;2;2;1;2;0;1;4;10;3;2;6;0,504347425
597;2;1;3;1;3;6;1;2;1;15;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;2;3;4;1;2;2;2;2;2;6;6;6;1;1;1;4;3;9;2;1;6;0,373505801
598;1;1;3;2;6;3;2;1;5;0;6;2;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;1;3;2;5;5;6;6;6;6;6;6;6;6;1;2;0;3;4;11;1;1;8;0,458849269
599;1;1;3;2;6;3;1;2;15;5;6;1;2;2;1;2;1;2;2;2;2;2;6;6;6;1;66;5;5;2;5;5;6;6;6;6;6;6;6;6;1;2;3;2;2;9;1;1;2;0,757393762
600;1;1;3;2;6;3;1;1;1;0;6;1;1;2;2;2;2;2;1;2;2;2;6;6;6;1;66;4;1;1;1;1;6;6;6;6;6;6;6;6;1;2;3;3;5;12;1;1;5;0,377436212
601;2;1;3;1;3;6;2;1;0;5;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;6;1;3;1;2;4;5;2;2;2;1;2;6;6;6;1;2;3;1;4;8;1;2;6;0,745309282
602;1;1;3;2;6;3;1;2;10;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;1;2;2;2;2;6;6;6;6;6;6;6;6;1;2;2;5;4;12;3;2;7;0,896817764
603;2;1;3;1;3;6;2;2;0;5;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;1;1;1;5;4;2;2;1;2;1;1;1;2;1;2;3;4;4;11;1;2;7;0,500452914
604;2;1;3;1;3;6;2;1;0;3;1;6;2;2;1;2;1;2;2;2;2;2;6;6;6;6;3;3;3;2;5;5;2;2;2;1;1;2;2;1;2;2;0;2;5;8;2;1;7;0,455735303
605;2;1;3;1;3;6;2;1;0;1;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;6;1;4;2;2;2;5;2;2;1;2;1;1;2;2;1;2;3;1;3;9;1;2;2;1,299781288
606;1;1;3;2;6;3;1;2;6;0;6;1;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;2;4;4;4;4;6;6;6;6;6;6;6;6;1;2;2;2;2;77;1;2;6;1,171463909
607;2;1;3;1;1;6;1;2;0;3;1;6;1;2;2;6;6;6;6;6;6;6;6;6;6;1;66;3;2;2;4;4;2;2;2;2;1;1;2;2;1;2;2;2;4;8;2;1;6;0,745309282
608;2;2;6;6;3;6;2;3;0;4;2;6;6;6;6;2;2;2;2;2;2;1;1;2;1;1;66;5;5;3;5;2;1;2;1;2;1;1;1;2;1;2;4;8;5;12;3;1;3;0,404279918
609;2;1;3;1;3;6;2;2;0;2;2;6;6;6;6;2;1;2;2;2;2;2;6;6;6;1;66;3;3;1;3;1;2;2;1;1;1;1;2;2;2;1;3;3;2;6;3;1;2;0,553310693
610;1;1;3;2;6;3;1;2;4;0;6;1;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;1;5;4;2;5;6;6;6;6;6;6;6;6;1;2;1;2;2;11;1;1;5;0,909262363
611;1;1;3;2;6;3;2;2;15;0;6;2;6;6;6;8;8;8;8;8;8;8;6;6;6;1;66;2;2;2;2;2;6;6;6;6;6;6;6;6;1;2;0;3;1;10;1;1;7;0,676355741
612;1;1;3;2;6;3;1;3;3;0;6;1;2;2;1;2;2;2;2;2;2;1;2;2;1;1;66;1;2;2;5;5;6;6;6;6;6;6;6;6;1;2;2;9;5;12;2;1;3;0,665241421
613;2;1;2;1;3;6;2;3;0;4;2;6;6;6;6;2;2;1;2;2;2;2;6;6;6;1;66;4;4;2;5;5;2;2;2;2;1;2;1;2;96;96;2;5;96;96;96;96;996;0,271331138
614;2;2;6;6;3;6;1;2;2;30;2;6;6;6;6;2;2;2;2;2;2;1;1;2;1;1;66;1;3;2;2;2;2;2;2;2;1;2;2;1;1;1;2;8;1;7;2;1;4;0,542767758
615;1;1;3;2;6;3;2;2;1;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;1;3;2;4;4;6;6;6;6;6;6;6;6;1;2;2;5;96;96;96;96;NA;0,825513825
616;1;1;3;2;6;3;1;2;3;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;1;2;2;3;2;6;6;6;6;6;6;6;6;96;96;1;5;1;12;96;96;996;2,254491454
617;2;1;3;1;3;6;1;2;0;1;1;6;2;2;1;2;2;2;1;2;2;2;6;6;6;1;66;1;4;2;4;4;2;2;2;2;1;1;2;2;1;2;3;2;4;12;2;1;3;0,551711368
618;1;1;3;2;6;3;1;3;5;0;6;1;2;2;1;2;2;2;2;2;2;1;2;2;2;1;66;1;5;4;4;2;6;6;6;6;6;6;6;6;1;2;3;8;2;9;1;2;4;2,116428921
619;1;1;3;2;6;3;2;3;1;0;6;2;6;6;6;2;1;2;1;2;1;2;6;6;6;1;66;3;2;2;5;1;6;6;6;6;6;6;6;6;1;1;1;5;5;12;3;1;6;0,462296579
620;1;1;3;2;6;3;1;3;3;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;2;5;1;2;2;6;6;6;6;6;6;6;6;1;2;0;9;5;13;2;1;6;0,529050264
621;1;1;2;2;6;3;2;1;7;0;6;1;1;2;2;1;2;2;1;1;2;2;6;6;6;1;66;2;2;3;1;5;6;6;6;6;6;6;6;6;2;2;1;1;3;13;1;2;6;0,83701987
622;1;1;3;2;6;3;2;3;60;0;6;2;6;6;6;2;1;2;2;2;2;2;6;6;6;1;66;4;1;2;2;2;6;6;6;6;6;6;6;6;1;2;0;4;2;13;3;1;9;0,914045776
623;2;1;3;1;3;6;2;2;0;2;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;6;2;1;3;4;2;5;2;2;2;2;1;1;2;2;1;2;2;3;4;12;2;1;4;0,391636286
624;1;1;3;2;6;3;1;3;888;888;6;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;3;2;2;4;5;6;6;6;6;6;6;6;6;1;2;3;5;96;96;96;96;NA;1,548995599
625;2;2;6;6;3;6;1;2;0;9;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;4;4;4;4;4;2;2;2;2;1;2;1;2;1;2;2;5;3;6;1;1;8;0,617606606
626;2;1;3;1;3;6;1;3;0;1;1;6;2;1;2;2;2;2;2;2;2;1;2;2;2;1;66;4;5;1;1;1;2;2;2;2;1;2;1;2;1;2;2;9;1;11;3;1;8;3,496808526
627;2;2;6;6;3;6;1;2;1;20;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;6;3;1;5;4;3;4;2;2;2;2;1;2;2;1;2;1;3;5;1;10;2;1;7;1,138403983
628;1;1;3;2;6;3;2;1;1;0;6;2;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;5;5;5;5;5;6;6;6;6;6;6;6;6;1;2;0;1;1;9;1;2;6;1,203744334
629;1;1;3;2;6;3;1;2;1;0;6;2;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;2;2;2;2;4;6;6;6;6;6;6;6;6;1;2;0;5;2;12;2;1;3;0,416586489
630;1;1;3;2;6;3;1;2;30;0;6;1;2;2;1;2;2;2;1;2;2;2;6;6;6;1;66;2;3;2;4;1;6;6;6;6;6;6;6;6;1;1;4;9;5;10;1;1;2;0,839953374
631;1;2;6;6;6;6;2;1;10;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;3;1;2;1;5;6;6;6;6;6;6;6;6;1;2;0;2;5;77;4;1;10;1,379782607
632;1;2;6;6;6;6;2;3;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;5;1;5;5;6;6;6;6;6;6;6;6;1;2;3;8;5;6;4;1;6;0,520464028
633;2;1;3;1;1;6;1;2;0;1;1;6;2;1;2;6;6;6;6;6;6;6;6;6;6;5;5;2;2;4;5;2;2;2;1;2;1;1;2;2;1;2;4;2;4;10;3;2;3;0,996839095
634;1;1;3;2;6;1;1;1;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;3;4;1;4;1;4;6;6;6;6;6;6;6;6;8;2;3;3;1;5;4;1;6;3,014414779
635;1;1;3;2;6;3;1;2;1;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;66;2;1;1;2;1;6;6;6;6;6;6;6;6;1;2;0;9;1;77;2;1;6;2,607964773
636;2;2;6;6;3;6;2;2;0;0;6;6;6;6;6;2;2;2;2;2;2;1;1;2;2;1;66;2;2;6;2;3;2;2;1;1;2;6;6;6;1;1;2;1;2;88;2;2;3;3,095270021
637;1;1;3;2;6;3;2;1;2;0;6;2;6;6;6;1;2;2;1;2;2;2;6;6;6;1;66;1;3;3;2;5;6;6;6;6;6;6;6;6;1;2;4;1;5;12;1;1;7;0,530816832
638;2;1;3;1;3;6;1;3;0;6;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;2;5;4;5;2;1;2;2;1;1;1;1;2;1;1;0;6;2;12;4;1;4;1,035249249
